<OPEN>,<HIGH>,<LOW>,<CLOSE>
67.8700000,68.4000000,65.2500000,65.9500000
65.3900000,66.2000000,63.0700000,64.2000000
64.0000000,65.7400000,59.9200000,60.1300000
59.5000000,61.9500000,47.2100000,53.5000000
54.0400000,60.8800000,52.3800000,59.9000000
61.5200000,65.8000000,60.2500000,62.9100000
61.8300000,63.0800000,59.5000000,61.4400000
63.1500000,64.2000000,57.8200000,58.6000000
59.0900000,59.5300000,52.8600000,54.0000000
53.6100000,55.4500000,51.5100000,55.0000000
55.0300000,58.8500000,54.7100000,58.7000000
59.0200000,60.0000000,56.0500000,57.1300000
57.0100000,58.2900000,53.7000000,54.5100000
53.0500000,55.6500000,51.6000000,54.9000000
54.0300000,56.7700000,53.5800000,56.3700000
56.0000000,58.4500000,55.8300000,58.2800000
58.9000000,67.7700000,58.6100000,65.7000000
65.8000000,66.8800000,62.2500000,63.1000000
62.2200000,63.8400000,61.6600000,62.9000000
62.3200000,62.9800000,59.2500000,60.3100000
59.6700000,61.2000000,59.6000000,60.0500000
61.1700000,62.6800000,60.7100000,61.8000000
61.8000000,62.4300000,60.4100000,61.9900000
61.5900000,63.6700000,61.5500000,61.8000000
61.8300000,62.2500000,60.2700000,60.8000000
61.0800000,63.2000000,60.9500000,62.8000000
63.0300000,64.8800000,62.4200000,64.3500000
64.9900000,66.7200000,63.9000000,64.4500000
63.7500000,63.8800000,60.1700000,60.4900000
58.1900000,61.4400000,57.2000000,61.2000000
61.8200000,62.5800000,60.3100000,60.6300000
60.3600000,62.0000000,59.6000000,60.5000000
61.2600000,61.5000000,59.6700000,61.5000000
62.0000000,62.5700000,60.0300000,61.4000000
62.0000000,62.8500000,60.8300000,62.0000000
62.5100000,62.6900000,60.8700000,61.0400000
60.5700000,62.4800000,59.9000000,62.4100000
62.8100000,64.8800000,62.4500000,64.3100000
64.3000000,67.4000000,63.8500000,65.5700000
65.4100000,66.4300000,64.4700000,65.0000000
66.1200000,66.4600000,65.0800000,65.1200000
66.0500000,69.4700000,64.5500000,67.2100000
68.0000000,70.7500000,68.0000000,70.6000000
70.7200000,71.9000000,69.6700000,70.0000000
70.1500000,73.9600000,69.7200000,72.4500000
73.3500000,76.8400000,72.8300000,76.4000000
76.0000000,76.5600000,72.8000000,73.7800000
74.4200000,75.4500000,73.5200000,74.7500000
71.9700000,73.8700000,71.7600000,73.7000000
73.8100000,74.6000000,72.9000000,74.2000000
75.0100000,76.6000000,74.6000000,75.9500000
75.7200000,76.7500000,75.2600000,75.9100000
76.3400000,77.4500000,76.1000000,76.2000000
76.0400000,76.9800000,74.8400000,75.5500000
75.3500000,75.7200000,72.3100000,72.3100000
72.9000000,74.1600000,71.8600000,72.7000000
73.0300000,74.1100000,72.5800000,73.2500000
72.4900000,72.7100000,69.0900000,69.8000000
69.8100000,71.3100000,68.7800000,70.6800000
71.1300000,71.5900000,70.0200000,70.7900000
71.0000000,71.3000000,67.8100000,67.8700000
67.5200000,67.8000000,65.2300000,65.5700000
66.0600000,66.4500000,63.8600000,64.6500000
64.9100000,66.0500000,64.7300000,65.2600000
66.4600000,66.8800000,64.4500000,64.9000000
64.9500000,67.2200000,64.4000000,67.0000000
67.5300000,67.5500000,64.8300000,65.0000000
65.0000000,66.3600000,63.7400000,65.6000000
65.7500000,66.1500000,64.3100000,64.8000000
65.4200000,65.8000000,62.6200000,62.8500000
63.0300000,63.5500000,60.5700000,61.0000000
60.8700000,63.1700000,60.6700000,63.0100000
63.0000000,63.4000000,61.9200000,62.8800000
62.4400000,64.6900000,62.1800000,64.5000000
64.6000000,66.1700000,64.0300000,65.9200000
65.9000000,66.4000000,65.1600000,65.5000000
65.6500000,68.9900000,65.5700000,68.9900000
68.8300000,70.2700000,68.1500000,69.6000000
69.4400000,69.9300000,68.6100000,69.4000000
69.0500000,72.0000000,68.9600000,72.0000000
72.1600000,72.4500000,70.2300000,71.5000000
71.8500000,74.5500000,71.4300000,74.1000000
74.1100000,74.8200000,72.8900000,74.0500000
74.1500000,76.4900000,73.9100000,76.4900000
76.9500000,77.5100000,74.8500000,76.5000000
76.6300000,76.9600000,72.5000000,72.5000000
72.5000000,74.0700000,71.2200000,73.5000000
73.6200000,75.6700000,73.2600000,75.2400000
75.1900000,75.3300000,72.6300000,73.9000000
73.9800000,76.5700000,72.1100000,75.8000000
75.7500000,77.7000000,74.8900000,75.7500000
76.0000000,76.8600000,74.5800000,75.2000000
74.7900000,75.7500000,73.9000000,75.7000000
75.6200000,76.2700000,74.6800000,75.2000000
75.2000000,76.9600000,74.9700000,76.9000000
77.2100000,80.6000000,76.8000000,80.2100000
80.3700000,80.9800000,78.6400000,79.2000000
78.8700000,78.8900000,75.9700000,76.5000000
76.3000000,76.6700000,75.0700000,75.5000000
75.4300000,76.7000000,74.3300000,75.1900000
75.4200000,76.0700000,74.7000000,75.2400000
75.0700000,75.3500000,73.6000000,74.3100000
74.5200000,75.1800000,73.7400000,75.0500000
75.4500000,76.0500000,75.0900000,75.3600000
75.3300000,75.3400000,73.0300000,73.3500000
73.2700000,73.5800000,71.4100000,71.6000000
71.7300000,73.5900000,71.1500000,73.2500000
73.3300000,74.6700000,73.0600000,74.3500000
74.3900000,74.7400000,72.9100000,74.4600000
74.6700000,75.1600000,73.9000000,74.6700000
74.4500000,74.5000000,72.4100000,74.2300000
74.0800000,74.9700000,73.3200000,73.6000000
73.7000000,76.1300000,73.5000000,73.5000000
73.6900000,74.4900000,72.6500000,72.6500000
72.8900000,74.2500000,72.2500000,73.9200000
74.1800000,74.3500000,71.6000000,71.7200000
71.6900000,72.2000000,70.5500000,71.2500000
71.1700000,71.7500000,70.2000000,70.6100000
70.8100000,71.0500000,69.1500000,69.1700000
69.2500000,70.3500000,68.4100000,70.2100000
70.5200000,72.0700000,70.3000000,71.5100000
71.1400000,72.5500000,70.2300000,72.5500000
72.0200000,72.2700000,70.6000000,71.8000000
71.6000000,73.8000000,70.9600000,73.5000000
73.4700000,74.4100000,72.7800000,72.8100000
73.1500000,74.3700000,72.6000000,72.9800000
73.1700000,73.3800000,71.5600000,71.5600000
72.0500000,72.4600000,71.5000000,72.0000000
72.2100000,72.3700000,71.5000000,72.0100000
72.1400000,72.5000000,71.3500000,71.9800000
71.9100000,72.2400000,71.4200000,71.4200000
71.3900000,71.4700000,70.4000000,70.6000000
69.1800000,70.9700000,69.0300000,70.2000000
70.2100000,72.5000000,70.0500000,72.3500000
72.2900000,72.9700000,70.7100000,71.0000000
71.0000000,71.3000000,70.1700000,70.5400000
70.5400000,71.1500000,69.9000000,70.6700000
69.9300000,70.5900000,68.0800000,68.4500000
68.4500000,69.6800000,68.1200000,68.7700000
68.5200000,68.9400000,66.5000000,67.7300000
68.1500000,69.3800000,67.7000000,69.3500000
69.6000000,71.2000000,69.5700000,71.0600000
70.7800000,72.9400000,70.7700000,72.9400000
72.8000000,73.9000000,72.3100000,73.9000000
73.7900000,74.0000000,72.9600000,74.0000000
73.9900000,74.3900000,73.5300000,74.2100000
74.1800000,75.7300000,73.5700000,75.5200000
75.4000000,75.7000000,73.8700000,74.1000000
73.9900000,75.8600000,73.4100000,75.5500000
75.2600000,75.9700000,74.5000000,74.6000000
74.6500000,74.6900000,72.5100000,72.7000000
72.5000000,72.5700000,70.2500000,70.4500000
70.4000000,70.4500000,67.3500000,68.4800000
68.2000000,70.7300000,67.4000000,69.5500000
69.8700000,71.4900000,69.6600000,71.2000000
71.3700000,72.7900000,70.9100000,72.2000000
71.9600000,72.5500000,70.2100000,72.3000000
71.5100000,71.7500000,70.4300000,71.1000000
70.8000000,72.4300000,70.5100000,72.3000000
72.6000000,74.1400000,72.3300000,73.4900000
73.2100000,73.9000000,72.1100000,72.2500000
72.7200000,74.4000000,72.5700000,74.2000000
74.2000000,75.1700000,73.5000000,75.1600000
75.1500000,75.6700000,73.2000000,73.2000000
72.9800000,74.2000000,72.5200000,73.4000000
73.8100000,74.4400000,73.1200000,73.7000000
73.6500000,74.8600000,73.2700000,74.4300000
73.9900000,74.1900000,72.8100000,73.0000000
72.7200000,73.4200000,72.0400000,72.4500000
72.3100000,73.2600000,71.2700000,71.5000000
71.0800000,72.5700000,70.8800000,72.0500000
71.0800000,71.5700000,69.8600000,69.8600000
68.0500000,69.2300000,66.7500000,68.5300000
68.6100000,71.0000000,68.6000000,70.7900000
70.6400000,71.2800000,69.5100000,71.0000000
71.9000000,73.9000000,71.8000000,73.8000000
74.4600000,75.0600000,72.9000000,74.8200000
74.3200000,74.5300000,73.0800000,74.5000000
74.3800000,74.9200000,72.7200000,73.1400000
72.9600000,74.1800000,72.2200000,72.9000000
73.5000000,74.5000000,73.2200000,74.1500000
73.7200000,74.2800000,73.5000000,73.9600000
73.6900000,73.9000000,73.3600000,73.8100000
74.1000000,75.4000000,74.0400000,74.9000000
75.6000000,75.7500000,74.4600000,74.6500000
74.0400000,74.8200000,73.6100000,74.3000000
74.2800000,74.4200000,73.6900000,74.1000000
73.8900000,75.2300000,73.8700000,74.8800000
74.9300000,74.9700000,74.2800000,74.8500000
75.1200000,77.7100000,75.0900000,77.7100000
77.5700000,77.9800000,76.2500000,76.4900000
76.7100000,77.1900000,75.3100000,75.5000000
75.6000000,76.9800000,75.4700000,75.9400000
76.0700000,76.1300000,73.9100000,74.3900000
74.4000000,74.9700000,73.4500000,73.7400000
73.9400000,74.3000000,72.6700000,73.3300000
73.7900000,74.9700000,73.6700000,74.9700000
74.9700000,75.6700000,74.2500000,74.5700000
74.1800000,75.6000000,73.5800000,75.5000000
75.6600000,76.7600000,75.2000000,75.3000000
76.0000000,76.4900000,74.1200000,74.5100000
74.6000000,75.0000000,72.9500000,73.8000000
74.5500000,76.3000000,74.2900000,76.2000000
76.2500000,77.3400000,75.7000000,77.3100000
78.3100000,79.7000000,76.6900000,79.6500000
79.1600000,83.2900000,78.3700000,83.1100000
83.8700000,86.2000000,83.2600000,85.7700000
85.8100000,86.6000000,83.8600000,85.4500000
84.8300000,85.6500000,84.2600000,85.0000000
84.5000000,87.1000000,84.0200000,86.8100000
86.9900000,89.1200000,86.9300000,87.7000000
88.5600000,90.0700000,88.3000000,88.5200000
88.4800000,88.8600000,85.9200000,87.0700000
86.9700000,89.3400000,86.1400000,88.1400000
87.9900000,88.3500000,86.0000000,86.9500000
86.6700000,87.6000000,86.0300000,86.5300000
87.2300000,90.4500000,86.9700000,90.4500000
90.8700000,92.7000000,89.7200000,92.3000000
91.9000000,91.9200000,88.7300000,89.0000000
89.0500000,90.4900000,87.3300000,90.0500000
89.7300000,91.0000000,88.3100000,88.6000000
88.7500000,90.8000000,88.1200000,90.5300000
90.2500000,93.8000000,89.6600000,93.6500000
93.8600000,95.5900000,93.3200000,95.4000000
96.0000000,96.6000000,94.6000000,95.5000000
95.5000000,95.9100000,93.5700000,94.0900000
94.4900000,94.7900000,92.7000000,92.9500000
92.7600000,94.4200000,92.0200000,94.3500000
94.2000000,94.8600000,92.6500000,94.0000000
93.4300000,94.7700000,92.6900000,94.2900000
93.4200000,94.3900000,92.9600000,93.4000000
93.0900000,96.1400000,93.0100000,95.8000000
96.5200000,102.6700000,96.5200000,102.5000000
102.7800000,104.5900000,101.7400000,104.0000000
104.6300000,108.5500000,102.5400000,104.8600000
104.3400000,107.3000000,103.1900000,107.3000000
106.8500000,110.3200000,105.2200000,109.9800000
109.8300000,110.7000000,105.1500000,105.6000000
106.2100000,108.9400000,105.4400000,108.5100000
108.7800000,109.3000000,105.6000000,106.4800000
105.7400000,106.0600000,103.7000000,104.5500000
103.9000000,105.9000000,102.7500000,102.9000000
103.5100000,103.9000000,100.6000000,101.3000000
101.4900000,103.4900000,101.1500000,102.5000000
101.9100000,105.0200000,101.5000000,104.0000000
103.7000000,105.6700000,102.2500000,103.0500000
103.4500000,104.9000000,102.7800000,103.0000000
102.8100000,103.0800000,96.9500000,97.0000000
97.4800000,101.0500000,97.2400000,100.6600000
100.2500000,101.7500000,99.6700000,100.1300000
99.8800000,100.5900000,97.7600000,98.1500000
97.6000000,98.3700000,96.2300000,97.7000000
98.3600000,100.7900000,98.2400000,100.0000000
100.2600000,102.5000000,100.0700000,102.4500000
102.8500000,105.1800000,102.5500000,103.7500000
103.0500000,103.1800000,98.8000000,98.8100000
98.9400000,100.8000000,97.6500000,98.7300000
99.5000000,100.4000000,99.1000000,99.8000000
100.1500000,102.9600000,100.1300000,102.9600000
103.7000000,103.8900000,100.4000000,101.3500000
101.8300000,102.3200000,100.7800000,101.3400000
101.2500000,101.5400000,99.4600000,100.2000000
100.4200000,102.5000000,99.7400000,101.8200000
101.6700000,101.8500000,100.4700000,101.2600000
101.0000000,101.7800000,97.9400000,98.0100000
97.9400000,99.2400000,97.1600000,98.8900000
98.7200000,99.5600000,96.8300000,96.8500000
93.7000000,94.8900000,91.0100000,91.0300000
89.5000000,92.8800000,88.5200000,91.7100000
92.7000000,93.8800000,91.2500000,91.5000000
90.9800000,93.1500000,90.3700000,93.0400000
92.4300000,92.9500000,86.8500000,87.2700000
86.3000000,88.2800000,85.1000000,86.1500000
87.3200000,89.7000000,85.7600000,86.6800000
84.9000000,85.1900000,82.2000000,83.8300000
84.2400000,87.1500000,83.2700000,86.0000000
88.9700000,92.2800000,87.6200000,91.5000000
92.5500000,93.3500000,90.0000000,91.0000000
89.1100000,91.7600000,88.7400000,91.5000000
91.9800000,96.2600000,91.4700000,95.7500000
95.7800000,97.2800000,94.3300000,96.6900000
97.4800000,98.7000000,95.1200000,96.5000000
96.3500000,97.4900000,95.2900000,96.5000000
95.6700000,97.0700000,93.7500000,94.4000000
93.9100000,96.8900000,93.7100000,94.5300000
98.4800000,98.4900000,96.7100000,97.5700000
97.0100000,97.9800000,96.3500000,97.2000000
97.0500000,97.8600000,93.8500000,94.7000000
93.9800000,95.6300000,92.7000000,93.8900000
93.5000000,96.7700000,93.1600000,96.3500000
95.7100000,96.1000000,93.0500000,94.2000000
95.1400000,95.6700000,94.1800000,94.8500000
96.0100000,96.3700000,94.9300000,95.2500000
95.9500000,97.2800000,95.7000000,96.5100000
96.5100000,99.3800000,96.0500000,99.2000000
99.8800000,102.8000000,99.7500000,102.7000000
101.9800000,103.5700000,101.0000000,101.5000000
101.6400000,102.6000000,101.5000000,102.3500000
102.5800000,104.3900000,102.3900000,103.2000000
101.9900000,102.7000000,100.7900000,102.1000000
102.6500000,104.3500000,101.5100000,104.0500000
105.0100000,107.1500000,104.8300000,106.2400000
105.5700000,107.3800000,104.8100000,107.0000000
107.5000000,108.7900000,106.4200000,108.2600000
109.0100000,109.2000000,106.1000000,106.1200000
106.7000000,107.6300000,105.4000000,106.9900000
107.5700000,109.0200000,106.7000000,108.9900000
109.6300000,110.2000000,108.5700000,109.4700000
108.9800000,109.0700000,107.5000000,108.1500000
108.2800000,109.9000000,107.6700000,108.8400000
109.2000000,109.9500000,108.5500000,109.2600000
109.2900000,109.5600000,108.4000000,109.2600000
109.5800000,110.2900000,106.0900000,106.4600000
107.2000000,107.2700000,106.1200000,107.0000000
107.7000000,109.4900000,107.7000000,109.4700000
109.5900000,112.5000000,108.9100000,112.4000000
111.5000000,112.9200000,110.5000000,112.0700000
112.2800000,114.1900000,111.0000000,111.4900000
111.2700000,112.1000000,108.7000000,109.1000000
108.5800000,109.2900000,107.0500000,108.0600000
108.6300000,109.5000000,108.6300000,109.1000000
109.9900000,110.1100000,107.6900000,108.1200000
107.9100000,108.4400000,105.3500000,107.0500000
107.9600000,109.9100000,107.5200000,109.1500000
108.7200000,110.5900000,107.3200000,109.9000000
109.3200000,109.4000000,107.0100000,108.5200000
108.2200000,109.6900000,107.1000000,108.2000000
107.2300000,107.6400000,106.0000000,106.8700000
107.6400000,108.3000000,107.0500000,108.0000000
108.9800000,109.3800000,107.6200000,108.5100000
108.8600000,113.3000000,108.5600000,112.9200000
112.9600000,117.8500000,112.6200000,117.3500000
117.2700000,119.3900000,115.8200000,117.9500000
118.1000000,119.9500000,117.3500000,119.5000000
119.0400000,119.5500000,117.8900000,119.3000000
118.9900000,119.9100000,118.1100000,119.3000000
117.1200000,118.2000000,116.0100000,118.2000000
118.8300000,123.3500000,118.7800000,121.5000000
120.6900000,123.9700000,119.9000000,123.7500000
124.9900000,125.5500000,118.2000000,119.1700000
119.6400000,121.3900000,117.9000000,121.2500000
121.0000000,121.5100000,119.6000000,120.0800000
119.9700000,119.9700000,116.7500000,119.7000000
120.2400000,122.3700000,119.5700000,120.8000000
121.3200000,124.3900000,120.0000000,124.3900000
124.4400000,125.7800000,122.0000000,123.5500000
121.5000000,122.3900000,119.3100000,120.9600000
121.2800000,122.3000000,120.4000000,120.9200000
120.3100000,120.8600000,118.4100000,120.6400000
119.8000000,121.3500000,118.5700000,119.5500000
120.0600000,123.6200000,119.5700000,123.4500000
123.4500000,124.3800000,121.0100000,121.2000000
121.4000000,121.9500000,119.6900000,121.0700000
122.1000000,123.6200000,121.6300000,122.6000000
122.8800000,123.2700000,120.6000000,122.7100000
122.4900000,123.5400000,121.8300000,123.1200000
121.9900000,122.1700000,120.3000000,120.5000000
121.7900000,122.4700000,120.8000000,121.9000000
121.3000000,122.2000000,120.1200000,121.5100000
121.4200000,124.0700000,121.3500000,123.5000000
124.4500000,128.5500000,124.4100000,127.8700000
128.5500000,133.0500000,126.9000000,132.1600000
131.6200000,134.7900000,131.3500000,133.2000000
133.5500000,135.0800000,132.5500000,134.4500000
134.7900000,135.9800000,132.5600000,132.5600000
132.3600000,133.2100000,131.3100000,131.3600000
131.6000000,133.0800000,130.5100000,132.3000000
133.0800000,134.4400000,131.0400000,131.5900000
132.1000000,134.7400000,132.0000000,133.9900000
134.5100000,139.9700000,134.0200000,139.9700000
141.1200000,142.0000000,137.4400000,139.3900000
139.8900000,140.7100000,137.0700000,139.6100000
137.7800000,137.9400000,133.3500000,133.5000000
131.2100000,132.3700000,126.1500000,127.0800000
126.9000000,130.2300000,126.6100000,129.8900000
129.0000000,129.2400000,125.8500000,127.1000000
128.6000000,130.7500000,128.4900000,128.7000000
132.4500000,133.4800000,131.2000000,132.1300000
132.1000000,133.4300000,129.9400000,133.3900000
134.6400000,135.7900000,133.5100000,134.8100000
134.4200000,138.2800000,133.8900000,138.0000000
131.5000000,133.5000000,129.1200000,133.4000000
133.9000000,134.8300000,125.3500000,126.2000000
127.8500000,129.7100000,125.7000000,129.5700000
130.6400000,133.9500000,129.8200000,133.8800000
133.6500000,135.3400000,131.1400000,133.0000000
133.3300000,134.3400000,131.5500000,133.8500000
134.6500000,135.8400000,133.8000000,134.6000000
133.9000000,133.9000000,131.7300000,131.8500000
131.5100000,132.0400000,127.8500000,129.3600000
130.5000000,133.5000000,130.0200000,131.8000000
130.6300000,134.4900000,130.3500000,134.4100000
134.8000000,137.7700000,134.5200000,137.2000000
137.5500000,140.4700000,136.9000000,140.4000000
140.2900000,141.3500000,137.8800000,139.4000000
140.0100000,140.6500000,137.5700000,140.0000000
139.3800000,139.7400000,137.2500000,138.1200000
138.3800000,139.9300000,137.9000000,139.9300000
139.7500000,141.1000000,138.4200000,139.4700000
139.5500000,140.0000000,137.4100000,138.5700000
139.3400000,139.8500000,137.8000000,138.5000000
137.8600000,138.8700000,137.5700000,137.8000000
138.2500000,138.6600000,135.5000000,136.0000000
136.2000000,136.7000000,133.3300000,135.7500000
136.1000000,137.6000000,135.2000000,136.9000000
137.0500000,137.3400000,134.8200000,136.8500000
136.6000000,139.8100000,135.9300000,139.1500000
140.0000000,141.2100000,137.5900000,138.5200000
138.4500000,138.6000000,135.0000000,135.0600000
134.7300000,136.2000000,134.2700000,135.7300000
136.4700000,137.6000000,136.0200000,137.1400000
137.4900000,138.8900000,137.3100000,138.6900000
139.0200000,140.1000000,138.0000000,139.4500000
139.2000000,140.2500000,137.8500000,139.2000000
139.2000000,139.8000000,138.1400000,138.3000000
138.1600000,139.7400000,137.6800000,139.7000000
140.2000000,141.3900000,139.1000000,139.4500000
140.2500000,140.4900000,138.8600000,139.5000000
139.5100000,141.0800000,138.0300000,138.1000000
138.2100000,138.8000000,137.1700000,138.4400000
138.7200000,140.1400000,136.2000000,137.0000000
137.7000000,137.7000000,135.5200000,135.8000000
135.2000000,137.4700000,134.6000000,137.3700000
136.9500000,140.4800000,136.9000000,140.3500000
139.7000000,140.5000000,138.5200000,139.5000000
139.9900000,142.9000000,139.6700000,142.8400000
143.2400000,145.6000000,143.2000000,145.2500000
144.4500000,144.4700000,142.5100000,143.5500000
143.5800000,145.3000000,143.1800000,143.1800000
143.1800000,144.0500000,142.5500000,143.5000000
143.8800000,144.7800000,143.6000000,144.2500000
144.4500000,147.0900000,143.8200000,146.8800000
147.5100000,149.6000000,147.0900000,149.5000000
149.7100000,150.8100000,149.0600000,150.6400000
150.9500000,155.0300000,150.9200000,154.3300000
155.2500000,156.2500000,152.6700000,153.4500000
152.8000000,152.8400000,151.2200000,151.6000000
149.7300000,151.6900000,148.6500000,151.4300000
151.5000000,152.1000000,149.2500000,149.8000000
149.9000000,151.5500000,149.3500000,150.8600000
150.5400000,150.7800000,148.0600000,149.1400000
149.3100000,149.6800000,147.0000000,147.0000000
148.7900000,149.9100000,148.0700000,148.6600000
148.1200000,149.4000000,147.0400000,149.3000000
149.8500000,151.5400000,149.7200000,150.6700000
152.5100000,154.5000000,151.6200000,154.1800000
153.7600000,153.7600000,150.1300000,151.5000000
149.9000000,152.4500000,148.7000000,149.1000000
149.5900000,149.6900000,147.2800000,147.5300000
148.1200000,149.3400000,146.7100000,147.1800000
150.2000000,150.8800000,148.0500000,148.4700000
146.9900000,147.0000000,144.6000000,145.3400000
146.0000000,148.8700000,145.7500000,148.8700000
148.9300000,149.1200000,146.2100000,148.1000000
148.1400000,148.4000000,146.3000000,147.9500000
148.0400000,149.6900000,147.5500000,148.9000000
149.5800000,150.5000000,147.8900000,148.7400000
149.3000000,151.3000000,148.3600000,151.2700000
150.9000000,152.4400000,150.5100000,151.3000000
151.2000000,151.5900000,148.8100000,149.2000000
148.6400000,148.6500000,145.7600000,146.0900000
146.6500000,147.9600000,146.1600000,146.7300000
146.5200000,147.1300000,145.5400000,146.4600000
147.4700000,148.4400000,147.0200000,147.7400000
148.3900000,149.2000000,148.0700000,148.6000000
148.8300000,149.0000000,147.2900000,148.2600000
148.0300000,148.8400000,147.4800000,148.4200000
149.2300000,150.4500000,148.9400000,149.1500000
149.7400000,152.2300000,149.2200000,151.5700000
151.2100000,151.7000000,149.7500000,150.6700000
150.6000000,151.6200000,149.3000000,149.3000000
149.3300000,150.0800000,148.3200000,149.2000000
148.9400000,148.9400000,147.4000000,147.4000000
147.9000000,148.9800000,145.7100000,145.8500000
144.6600000,145.6400000,142.3000000,142.3600000
142.7900000,143.6600000,141.6000000,142.7500000
143.6200000,144.8800000,142.5500000,143.4000000
144.2400000,146.3300000,143.6800000,146.1100000
143.0100000,151.3500000,142.5000000,151.0400000
151.8900000,155.5700000,151.8400000,153.3600000
152.9900000,153.6800000,151.4400000,151.5100000
152.4800000,152.8500000,149.1700000,150.4000000
151.0000000,152.3700000,148.7500000,149.8500000
150.9200000,151.8800000,149.1800000,149.9400000
149.9300000,150.9500000,148.9500000,149.7500000
149.9900000,150.8400000,149.6400000,150.0500000
150.9300000,153.2500000,150.9000000,153.0000000
153.8000000,155.6800000,153.6400000,155.0000000
155.4300000,155.4400000,154.5500000,155.2300000
155.3800000,161.2000000,155.3000000,161.1500000
161.0000000,163.4200000,158.9400000,160.3600000
160.1000000,161.1200000,158.4300000,159.4000000
158.9100000,160.7000000,157.6000000,158.0700000
158.3100000,160.1300000,157.7100000,158.7000000
159.8000000,160.0000000,157.7500000,158.7000000
158.4100000,159.9400000,157.1000000,159.4000000
158.7600000,163.2300000,158.4300000,162.0200000
161.9800000,162.9400000,159.3500000,159.3500000
159.8000000,161.0000000,158.5800000,159.9500000
160.7000000,168.9800000,160.6700000,168.9800000
169.6700000,170.8700000,167.6000000,169.6600000
172.0000000,178.9300000,171.3500000,175.4000000
175.0000000,177.4800000,172.0600000,176.9000000
177.0000000,177.8700000,172.3700000,173.7000000
171.5000000,175.3900000,171.3500000,174.9200000
175.6400000,177.0400000,173.5000000,173.9000000
174.7500000,175.5500000,173.2000000,174.3000000
174.0800000,176.8600000,173.0300000,175.9000000
176.5700000,185.3400000,174.6500000,174.7100000
174.4400000,175.3500000,170.0000000,170.0000000
169.7800000,171.7600000,168.5500000,171.1500000
171.2100000,173.2000000,171.1500000,171.9700000
172.0000000,172.7000000,170.5000000,172.2700000
172.9900000,173.6300000,170.1000000,170.1000000
170.0500000,172.2200000,167.5500000,171.3000000
171.6100000,173.2500000,170.5600000,173.2500000
173.4100000,181.6800000,173.0000000,180.1200000
178.9100000,179.4100000,174.2300000,175.9500000
176.3200000,177.2800000,171.5400000,171.9000000
172.4100000,173.7500000,169.5000000,170.6900000
171.3700000,172.3900000,168.0500000,168.3500000
168.3700000,172.3000000,167.5400000,171.6000000
171.5000000,173.0500000,168.5400000,169.0500000
170.0000000,170.6500000,168.0200000,168.2700000
168.8000000,172.3900000,163.8800000,164.9000000
165.2100000,166.8000000,164.0600000,164.6600000
164.7100000,166.4700000,163.3400000,165.9800000
165.8100000,167.8000000,164.3100000,165.2400000
165.5000000,166.9900000,164.6900000,166.3000000
166.5000000,168.1900000,165.4200000,167.4900000
167.3100000,167.3100000,164.5300000,166.7500000
167.3800000,170.7000000,167.2400000,170.2500000
170.3600000,171.3000000,169.5000000,170.2600000
170.8200000,174.3900000,169.0600000,173.7900000
173.8100000,178.9200000,173.0000000,178.9200000
177.5000000,178.0000000,174.2400000,174.6000000
174.3700000,175.2700000,172.0700000,172.2000000
172.5100000,174.2700000,171.7500000,173.9000000
173.9000000,174.6900000,171.9500000,172.8300000
173.0700000,174.1900000,172.2700000,173.8000000
174.3000000,174.9800000,172.2200000,172.8700000
173.0000000,174.1800000,171.5100000,173.4700000
173.1500000,173.1500000,170.7700000,171.2000000
171.9400000,172.6700000,167.8400000,168.8000000
169.0700000,170.4500000,165.4000000,165.5000000
166.0600000,167.0500000,163.5000000,164.7000000
164.9900000,165.1400000,162.0100000,162.7000000
162.2500000,165.5700000,160.0000000,163.5000000
164.0300000,166.5000000,162.2100000,166.4900000
166.4000000,167.1200000,164.4200000,165.4900000
166.3700000,166.6900000,163.9300000,165.4400000
165.1800000,168.3800000,164.8000000,167.0000000
167.4400000,168.3000000,164.3500000,165.9000000
166.5300000,168.0200000,165.0300000,165.5100000
166.0000000,166.3400000,160.6200000,160.9500000
161.0500000,161.1900000,155.7000000,156.0000000
155.9900000,160.9200000,155.9900000,160.0000000
161.2000000,164.3000000,160.3300000,163.4000000
162.9300000,164.8900000,161.6100000,164.4000000
164.5100000,165.9900000,162.0000000,162.0000000
162.3300000,162.3800000,158.9000000,160.9800000
159.3000000,160.8400000,155.2300000,156.2000000
157.3600000,159.4000000,155.5500000,157.5000000
157.4700000,159.8700000,155.8600000,158.9200000
159.3000000,160.7500000,157.0200000,157.4200000
158.0600000,159.6700000,156.0600000,156.2000000
157.8300000,159.8500000,157.8200000,158.3500000
158.5000000,162.8500000,158.1700000,161.1500000
161.5300000,164.0500000,160.6100000,163.8000000
164.5000000,165.4900000,162.2500000,162.9800000
162.0100000,162.9200000,159.7500000,162.9200000
163.3900000,164.8400000,162.1000000,164.1500000
163.9900000,165.9000000,163.0700000,164.5200000
163.0300000,163.3700000,161.1000000,162.6900000
163.4800000,164.1000000,162.0500000,163.6600000
164.0100000,164.9000000,162.3700000,163.2200000
163.3800000,164.1000000,161.9000000,163.5000000
163.4500000,163.7000000,159.5100000,159.8000000
160.5000000,162.9400000,159.8400000,161.8000000
161.4000000,163.9500000,160.7000000,163.5000000
164.3200000,168.4500000,163.8200000,168.1000000
167.5300000,168.1900000,166.4100000,167.4900000
